,page_number,word,organization
165,2,nc,Guilford County
166,2,office,Guilford County
167,2,of,Guilford County
168,2,state,Guilford County
169,2,budget,Guilford County
170,2,mgmt,Guilford County
171,2,nc,Guilford County
172,2,division,Guilford County
173,2,of,Guilford County
174,2,medical,Guilford County
175,2,assistance,Guilford County
176,2,nc,Guilford County
177,2,dept,Guilford County
178,2,of,Guilford County
179,2,public,Guilford County
180,2,instruction,Guilford County
181,2,and,Guilford County
182,2,nc,Guilford County
183,2,community,Guilford County
184,2,colleges,Guilford County
185,3,guilford,Guilford County
186,3,countystate,Guilford County
187,3,of,Guilford County
188,3,north,Guilford County
189,3,carolina,Guilford County
190,3,fiscal,Guilford County
191,3,year,Guilford County
192,3,adopted,Guilford County
193,3,budget,Guilford County
194,3,july,Guilford County
195,3,june,Guilford County
196,3,board,Guilford County
197,3,of,Guilford County
198,3,commissioners,Guilford County
199,3,board,Guilford County
200,3,chair,Guilford County
201,3,board,Guilford County
202,3,vice,Guilford County
203,3,chair,Guilford County
204,3,alan,Guilford County
205,3,branson,Guilford County
206,3,jeffery,Guilford County
207,3,m,Guilford County
208,3,phillips,Guilford County
209,3,commissioners,Guilford County
210,3,melvin,Guilford County
211,3,skip,Guilford County
212,3,alston,Guilford County
213,3,katie,Guilford County
214,3,kay,Guilford County
215,3,cashion,Guilford County
216,3,carolyn,Guilford County
217,3,q,Guilford County
218,3,coleman,Guilford County
219,3,justin,Guilford County
220,3,conrad,Guilford County
221,3,j,Guilford County
222,3,carlvena,Guilford County
223,3,foster,Guilford County
224,3,hank,Guilford County
225,3,henning,Guilford County
226,3,alan,Guilford County
227,3,perdue,Guilford County
228,3,county,Guilford County
229,3,manager,Guilford County
230,3,marty,Guilford County
231,3,k,Guilford County
232,3,lawing,Guilford County
233,3,deputy,Guilford County
234,3,county,Guilford County
235,3,manager,Guilford County
236,3,clarence,Guilford County
237,3,g,Guilford County
238,3,grier,Guilford County
239,3,budget,Guilford County
240,3,management,Guilford County
241,3,evaluation,Guilford County
242,3,michael,Guilford County
243,3,halford,Guilford County
244,3,budget,Guilford County
245,3,management,Guilford County
246,3,evaluation,Guilford County
247,3,director,Guilford County
248,3,jason,Guilford County
249,3,jones,Guilford County
250,3,analytics,Guilford County
251,3,innovation,Guilford County
252,3,manager,Guilford County
253,3,alex,Guilford County
254,3,smith,Guilford County
255,3,senior,Guilford County
256,3,budget,Guilford County
257,3,management,Guilford County
258,3,analyst,Guilford County
259,3,ariane,Guilford County
260,3,webb,Guilford County
261,3,budget,Guilford County
262,3,management,Guilford County
263,3,analyst,Guilford County
264,3,guilford,Guilford County
265,3,countys,Guilford County
266,3,budget,Guilford County
267,3,management,Guilford County
268,3,evaluation,Guilford County
269,3,department,Guilford County
270,3,partnered,Guilford County
271,3,with,Guilford County
272,3,guilford,Guilford County
273,3,county,Guilford County
274,3,schools,Guilford County
275,3,to,Guilford County
276,3,create,Guilford County
277,3,a,Guilford County
278,3,districtwide,Guilford County
279,3,contest,Guilford County
280,3,calling,Guilford County
281,3,on,Guilford County
282,3,students,Guilford County
283,3,to,Guilford County
284,3,design,Guilford County
285,3,the,Guilford County
286,3,fy,Guilford County
287,3,budget,Guilford County
288,3,cover,Guilford County
289,3,the,Guilford County
290,3,contest,Guilford County
291,3,theme,Guilford County
292,3,required,Guilford County
293,3,students,Guilford County
294,3,to,Guilford County
295,3,create,Guilford County
296,3,a,Guilford County
297,3,cover,Guilford County
298,3,design,Guilford County
299,3,celebrating,Guilford County
300,3,the,Guilford County
301,3,centennial,Guilford County
302,3,anniversary,Guilford County
303,3,of,Guilford County
304,3,the,Guilford County
305,3,old,Guilford County
306,3,guilford,Guilford County
307,3,county,Guilford County
308,3,courthouse,Guilford County
309,3,building,Guilford County
310,3,out,Guilford County
311,3,of,Guilford County
312,3,forty,Guilford County
313,3,submissions,Guilford County
314,3,the,Guilford County
315,3,winning,Guilford County
316,3,and,Guilford County
317,3,runnerup,Guilford County
318,3,entries,Guilford County
319,3,were,Guilford County
320,3,selected,Guilford County
321,3,based,Guilford County
322,3,upon,Guilford County
323,3,their,Guilford County
324,3,creativity,Guilford County
325,3,visual,Guilford County
326,3,effectiveness,Guilford County
327,3,and,Guilford County
328,3,adherence,Guilford County
329,3,to,Guilford County
330,3,the,Guilford County
331,3,theme,Guilford County
332,3,our,Guilford County
333,3,contest,Guilford County
334,3,winner,Guilford County
335,3,was,Guilford County
336,3,emalee,Guilford County
337,3,anderson,Guilford County
338,3,a,Guilford County
339,3,senior,Guilford County
340,3,attending,Guilford County
341,3,northwest,Guilford County
342,3,guilford,Guilford County
343,3,high,Guilford County
344,3,school,Guilford County
345,3,her,Guilford County
346,3,entry,Guilford County
347,3,is,Guilford County
348,3,this,Guilford County
349,3,years,Guilford County
350,3,budget,Guilford County
351,3,cover,Guilford County
352,3,and,Guilford County
353,3,was,Guilford County
354,3,submitted,Guilford County
355,3,by,Guilford County
356,3,her,Guilford County
357,3,art,Guilford County
358,3,teacher,Guilford County
359,3,beth,Guilford County
360,3,herrick,Guilford County
361,4,board,Guilford County
362,4,of,Guilford County
363,4,commissioners,Guilford County
364,4,districts,Guilford County
365,4,jeffery,Guilford County
366,4,m,Guilford County
367,4,alan,Guilford County
368,4,phillips,Guilford County
369,4,branson,Guilford County
370,4,justin,Guilford County
371,4,district,Guilford County
372,4,district,Guilford County
373,4,conrad,Guilford County
374,4,district,Guilford County
375,4,carolyn,Guilford County
376,4,q,Guilford County
377,4,coleman,Guilford County
378,4,hank,Guilford County
379,4,district,Guilford County
380,4,henning,Guilford County
381,4,district,Guilford County
382,4,katie,Guilford County
383,4,kay,Guilford County
384,4,cashion,Guilford County
385,4,at,Guilford County
386,4,large,Guilford County
387,4,j,Guilford County
388,4,carlvena,Guilford County
389,4,foster,Guilford County
390,4,district,Guilford County
391,4,alan,Guilford County
392,4,perdue,Guilford County
393,4,melvin,Guilford County
394,4,district,Guilford County
395,4,skip,Guilford County
396,4,alston,Guilford County
397,4,district,Guilford County
398,5,the,Guilford County
399,5,government,Guilford County
400,5,finance,Guilford County
401,5,officers,Guilford County
402,5,association,Guilford County
403,5,of,Guilford County
404,5,the,Guilford County
405,5,united,Guilford County
406,5,states,Guilford County
407,5,and,Guilford County
408,5,canada,Guilford County
409,5,gfoa,Guilford County
410,5,presented,Guilford County
411,5,a,Guilford County
412,5,distinguished,Guilford County
413,5,budget,Guilford County
414,5,presentation,Guilford County
415,5,award,Guilford County
416,5,to,Guilford County
417,5,guilford,Guilford County
418,5,county,Guilford County
419,5,north,Guilford County
420,5,carolina,Guilford County
421,5,for,Guilford County
422,5,its,Guilford County
423,5,annual,Guilford County
424,5,budget,Guilford County
425,5,for,Guilford County
426,5,the,Guilford County
427,5,fiscal,Guilford County
428,5,year,Guilford County
429,5,beginning,Guilford County
430,5,july,Guilford County
431,5,in,Guilford County
432,5,order,Guilford County
433,5,to,Guilford County
434,5,receive,Guilford County
435,5,this,Guilford County
436,5,award,Guilford County
437,5,a,Guilford County
438,5,governmental,Guilford County
439,5,unit,Guilford County
440,5,must,Guilford County
441,5,publish,Guilford County
442,5,a,Guilford County
443,5,budget,Guilford County
444,5,document,Guilford County
445,5,that,Guilford County
446,5,meets,Guilford County
447,5,program,Guilford County
448,5,criteria,Guilford County
449,5,as,Guilford County
450,5,a,Guilford County
451,5,policy,Guilford County
452,5,document,Guilford County
453,5,as,Guilford County
454,5,an,Guilford County
455,5,operations,Guilford County
456,5,guide,Guilford County
457,5,as,Guilford County
458,5,a,Guilford County
459,5,financial,Guilford County
460,5,plan,Guilford County
461,5,and,Guilford County
462,5,as,Guilford County
463,5,a,Guilford County
464,5,communications,Guilford County
465,5,device,Guilford County
466,5,this,Guilford County
467,5,award,Guilford County
468,5,is,Guilford County
469,5,valid,Guilford County
470,5,for,Guilford County
471,5,a,Guilford County
472,5,period,Guilford County
473,5,of,Guilford County
474,5,one,Guilford County
475,5,year,Guilford County
476,5,only,Guilford County
477,5,we,Guilford County
478,5,believe,Guilford County
479,5,our,Guilford County
480,5,current,Guilford County
481,5,budget,Guilford County
482,5,continues,Guilford County
483,5,to,Guilford County
484,5,conform,Guilford County
485,5,to,Guilford County
486,5,program,Guilford County
487,5,requirements,Guilford County
488,5,and,Guilford County
489,5,we,Guilford County
490,5,are,Guilford County
491,5,submitting,Guilford County
492,5,it,Guilford County
493,5,to,Guilford County
494,5,gfoa,Guilford County
495,5,to,Guilford County
496,5,determine,Guilford County
497,5,its,Guilford County
498,5,eligibility,Guilford County
499,5,for,Guilford County
500,5,another,Guilford County
501,5,award,Guilford County
502,7,guilford,Guilford County
503,7,county,Guilford County
504,7,fiscal,Guilford County
505,7,year,Guilford County
506,7,adopted,Guilford County
507,7,budget,Guilford County
508,7,table,Guilford County
509,7,of,Guilford County
510,7,contents,Guilford County
511,7,county,Guilford County
512,7,managers,Guilford County
513,7,recommended,Guilford County
514,7,budget,Guilford County
515,7,message,Guilford County
516,7,i,Guilford County
517,7,changes,Guilford County
518,7,to,Guilford County
519,7,the,Guilford County
520,7,recommended,Guilford County
521,7,budget,Guilford County
522,7,xv,Guilford County
523,7,introduction,Guilford County
524,7,readers,Guilford County
525,7,guide,Guilford County
526,7,to,Guilford County
527,7,the,Guilford County
528,7,budget,Guilford County
529,7,document,Guilford County
530,7,budget,Guilford County
531,7,development,Guilford County
532,7,process,Guilford County
533,7,calendar,Guilford County
534,7,amendment,Guilford County
535,7,process,Guilford County
536,7,budget,Guilford County
537,7,and,Guilford County
538,7,financial,Guilford County
539,7,guidelines,Guilford County
540,7,county,Guilford County
541,7,organizational,Guilford County
542,7,chart,Guilford County
543,7,fund,Guilford County
544,7,structure,Guilford County
545,7,matrix,Guilford County
546,7,summary,Guilford County
547,7,of,Guilford County
548,7,revenues,Guilford County
549,7,expenditures,Guilford County
550,7,changes,Guilford County
551,7,in,Guilford County
552,7,fund,Guilford County
553,7,balance,Guilford County
554,7,general,Guilford County
555,7,fund,Guilford County
556,7,summary,Guilford County
557,7,general,Guilford County
558,7,fund,Guilford County
559,7,summary,Guilford County
560,7,information,Guilford County
561,7,general,Guilford County
562,7,fund,Guilford County
563,7,summary,Guilford County
564,7,general,Guilford County
565,7,fund,Guilford County
566,7,budgets,Guilford County
567,7,by,Guilford County
568,7,department,Guilford County
569,7,where,Guilford County
570,7,guilford,Guilford County
571,7,county,Guilford County
572,7,spends,Guilford County
573,7,local,Guilford County
574,7,money,Guilford County
575,7,summary,Guilford County
576,7,of,Guilford County
577,7,positions,Guilford County
578,7,by,Guilford County
579,7,department,Guilford County
580,7,summary,Guilford County
581,7,of,Guilford County
582,7,position,Guilford County
583,7,changes,Guilford County
584,7,expenditures,Guilford County
585,7,summary,Guilford County
586,7,tenyear,Guilford County
587,7,summary,Guilford County
588,7,projections,Guilford County
589,7,education,Guilford County
590,7,related,Guilford County
591,7,debt,Guilford County
592,7,human,Guilford County
593,7,services,Guilford County
594,7,public,Guilford County
595,7,safety,Guilford County
596,7,support,Guilford County
597,7,services,Guilford County
598,7,general,Guilford County
599,7,government,Guilford County
600,7,community,Guilford County
601,7,services,Guilford County
602,7,noneducation,Guilford County
603,7,debt,Guilford County
604,7,repayment,Guilford County
605,7,revenues,Guilford County
606,7,summary,Guilford County
607,7,property,Guilford County
608,7,tax,Guilford County
609,7,federal,Guilford County
610,7,state,Guilford County
611,7,funds,Guilford County
612,7,sales,Guilford County
613,7,tax,Guilford County
614,7,user,Guilford County
615,7,fees,Guilford County
616,7,charges,Guilford County
617,7,other,Guilford County
618,7,revenues,Guilford County
619,7,fund,Guilford County
620,7,balance,Guilford County
621,7,county,Guilford County
622,7,vision,Guilford County
623,7,mission,Guilford County
624,7,focus,Guilford County
625,7,areas,Guilford County
626,7,education,Guilford County
627,7,summary,Guilford County
628,7,guilford,Guilford County
629,7,county,Guilford County
630,7,schools,Guilford County
631,7,guilford,Guilford County
632,7,technical,Guilford County
633,7,community,Guilford County
634,7,college,Guilford County
635,8,guilford,Guilford County
636,8,county,Guilford County
637,8,fiscal,Guilford County
638,8,year,Guilford County
639,8,adopted,Guilford County
640,8,budget,Guilford County
641,8,table,Guilford County
642,8,of,Guilford County
643,8,contents,Guilford County
644,8,human,Guilford County
645,8,services,Guilford County
646,8,summary,Guilford County
647,8,child,Guilford County
648,8,support,Guilford County
649,8,enforcement,Guilford County
650,8,coordinated,Guilford County
651,8,services,Guilford County
652,8,juvenile,Guilford County
653,8,crime,Guilford County
654,8,prevention,Guilford County
655,8,sandhills,Guilford County
656,8,mental,Guilford County
657,8,health,Guilford County
658,8,developmental,Guilford County
659,8,disabilities,Guilford County
660,8,substance,Guilford County
661,8,abuse,Guilford County
662,8,public,Guilford County
663,8,assistance,Guilford County
664,8,mandates,Guilford County
665,8,special,Guilford County
666,8,assistance,Guilford County
667,8,to,Guilford County
668,8,adults,Guilford County
669,8,tanf,Guilford County
670,8,public,Guilford County
671,8,health,Guilford County
672,8,social,Guilford County
673,8,services,Guilford County
674,8,transportation,Guilford County
675,8,veterans,Guilford County
676,8,services,Guilford County
677,8,public,Guilford County
678,8,safety,Guilford County
679,8,summary,Guilford County
680,8,animal,Guilford County
681,8,services,Guilford County
682,8,court,Guilford County
683,8,alternatives,Guilford County
684,8,emergency,Guilford County
685,8,services,Guilford County
686,8,family,Guilford County
687,8,justice,Guilford County
688,8,center,Guilford County
689,8,guilford,Guilford County
690,8,metro,Guilford County
691,8,inspections,Guilford County
692,8,law,Guilford County
693,8,enforcement,Guilford County
694,8,other,Guilford County
695,8,protectioncourt,Guilford County
696,8,services,Guilford County
697,8,security,Guilford County
698,8,community,Guilford County
699,8,services,Guilford County
700,8,summary,Guilford County
701,8,cooperative,Guilford County
702,8,extension,Guilford County
703,8,parks,Guilford County
704,8,planning,Guilford County
705,8,development,Guilford County
706,8,soil,Guilford County
707,8,water,Guilford County
708,8,conservation,Guilford County
709,8,solid,Guilford County
710,8,waste,Guilford County
711,8,libraries,Guilford County
712,8,economic,Guilford County
713,8,development,Guilford County
714,8,incentive,Guilford County
715,8,grants,Guilford County
716,8,general,Guilford County
717,8,government,Guilford County
718,8,summary,Guilford County
719,8,budget,Guilford County
720,8,management,Guilford County
721,8,evaluation,Guilford County
722,8,county,Guilford County
723,8,administration,Guilford County
724,8,county,Guilford County
725,8,attorney,Guilford County
726,8,county,Guilford County
727,8,commissioners,Guilford County
728,8,clerk,Guilford County
729,8,to,Guilford County
730,8,the,Guilford County
731,8,board,Guilford County
732,8,elections,Guilford County
733,8,board,Guilford County
734,8,of,Guilford County
735,8,finance,Guilford County
736,8,human,Guilford County
737,8,resources,Guilford County
738,8,internal,Guilford County
739,8,audit,Guilford County
740,8,purchasing,Guilford County
741,8,register,Guilford County
742,8,of,Guilford County
743,8,deeds,Guilford County
744,8,tax,Guilford County
745,9,guilford,Guilford County
746,9,county,Guilford County
747,9,fiscal,Guilford County
748,9,year,Guilford County
749,9,adopted,Guilford County
750,9,budget,Guilford County
751,9,table,Guilford County
752,9,of,Guilford County
753,9,contents,Guilford County
754,9,support,Guilford County
755,9,services,Guilford County
756,9,summary,Guilford County
757,9,facilities,Guilford County
758,9,information,Guilford County
759,9,services,Guilford County
760,9,fleet,Guilford County
761,9,operations,Guilford County
762,9,debt,Guilford County
763,9,service,Guilford County
764,9,information,Guilford County
765,9,summary,Guilford County
766,9,estimated,Guilford County
767,9,annual,Guilford County
768,9,bond,Guilford County
769,9,debt,Guilford County
770,9,service,Guilford County
771,9,payments,Guilford County
772,9,existing,Guilford County
773,9,planned,Guilford County
774,9,issues,Guilford County
775,9,debt,Guilford County
776,9,policies,Guilford County
777,9,limitations,Guilford County
778,9,statutory,Guilford County
779,9,and,Guilford County
780,9,local,Guilford County
781,9,fire,Guilford County
782,9,districts,Guilford County
783,9,rural,Guilford County
784,9,fire,Guilford County
785,9,protection,Guilford County
786,9,districts,Guilford County
787,9,district,Guilford County
788,9,tax,Guilford County
789,9,rates,Guilford County
790,9,appropriations,Guilford County
791,9,by,Guilford County
792,9,source,Guilford County
793,9,other,Guilford County
794,9,funds,Guilford County
795,9,room,Guilford County
796,9,occupancy,Guilford County
797,9,tourism,Guilford County
798,9,development,Guilford County
799,9,fund,Guilford County
800,9,internal,Guilford County
801,9,services,Guilford County
802,9,fund,Guilford County
803,9,healthcare,Guilford County
804,9,risk,Guilford County
805,9,management,Guilford County
806,9,multiyear,Guilford County
807,9,plans,Guilford County
808,9,multiyear,Guilford County
809,9,planning,Guilford County
810,9,process,Guilford County
811,9,major,Guilford County
812,9,equipment,Guilford County
813,9,plan,Guilford County
814,9,special,Guilford County
815,9,facilities,Guilford County
816,9,plan,Guilford County
817,9,technology,Guilford County
818,9,plan,Guilford County
819,9,vehicle,Guilford County
820,9,replacement,Guilford County
821,9,plan,Guilford County
822,9,capital,Guilford County
823,9,capital,Guilford County
824,9,investment,Guilford County
825,9,plan,Guilford County
826,9,cip,Guilford County
827,9,overview,Guilford County
828,9,planned,Guilford County
829,9,capital,Guilford County
830,9,projects,Guilford County
831,9,current,Guilford County
832,9,capital,Guilford County
833,9,projects,Guilford County
834,9,glossary,Guilford County
835,9,appendix,Guilford County
836,9,guilford,Guilford County
837,9,county,Guilford County
838,9,profile,Guilford County
839,9,statistical,Guilford County
840,9,information,Guilford County
841,9,guilford,Guilford County
842,9,county,Guilford County
843,9,schools,Guilford County
844,9,budget,Guilford County
845,9,request,Guilford County
846,9,for,Guilford County
847,9,fiscal,Guilford County
848,9,year,Guilford County
849,9,guilford,Guilford County
850,9,technical,Guilford County
851,9,community,Guilford County
852,9,college,Guilford County
853,9,budget,Guilford County
854,9,request,Guilford County
855,9,for,Guilford County
856,9,fiscal,Guilford County
857,9,year,Guilford County
858,9,adopted,Guilford County
859,9,budget,Guilford County
860,9,ordinance,Guilford County
861,9,for,Guilford County
862,9,fiscal,Guilford County
863,9,year,Guilford County
864,11,guilford,Guilford County
865,11,county,Guilford County
866,11,may,Guilford County
867,11,guilford,Guilford County
868,11,county,Guilford County
869,11,board,Guilford County
870,11,of,Guilford County
871,11,commissioners,Guilford County
872,11,the,Guilford County
873,11,honorable,Guilford County
874,11,alan,Guilford County
875,11,branson,Guilford County
876,11,chair,Guilford County
877,11,the,Guilford County
878,11,honorable,Guilford County
879,11,jeffrey,Guilford County
880,11,m,Guilford County
881,11,phillips,Guilford County
882,11,vice,Guilford County
883,11,chair,Guilford County
884,11,the,Guilford County
885,11,honorable,Guilford County
886,11,melvin,Guilford County
887,11,l,Guilford County
888,11,skip,Guilford County
889,11,alston,Guilford County
890,11,the,Guilford County
891,11,honorable,Guilford County
892,11,katie,Guilford County
893,11,s,Guilford County
894,11,kay,Guilford County
895,11,cashion,Guilford County
896,11,the,Guilford County
897,11,honorable,Guilford County
898,11,carolyn,Guilford County
899,11,q,Guilford County
900,11,coleman,Guilford County
901,11,the,Guilford County
902,11,honorable,Guilford County
903,11,justin,Guilford County
904,11,conrad,Guilford County
905,11,the,Guilford County
906,11,honorable,Guilford County
907,11,j,Guilford County
908,11,carlvena,Guilford County
909,11,foster,Guilford County
910,11,the,Guilford County
911,11,honorable,Guilford County
912,11,hank,Guilford County
913,11,henning,Guilford County
914,11,the,Guilford County
915,11,honorable,Guilford County
916,11,alan,Guilford County
917,11,perdue,Guilford County
918,11,guilford,Guilford County
919,11,county,Guilford County
920,11,board,Guilford County
921,11,of,Guilford County
922,11,commissioners,Guilford County
923,11,and,Guilford County
924,11,residents,Guilford County
925,11,of,Guilford County
926,11,guilford,Guilford County
927,11,county,Guilford County
928,11,it,Guilford County
929,11,is,Guilford County
930,11,my,Guilford County
931,11,privilege,Guilford County
932,11,to,Guilford County
933,11,present,Guilford County
934,11,to,Guilford County
935,11,you,Guilford County
936,11,the,Guilford County
937,11,recommended,Guilford County
938,11,budget,Guilford County
939,11,for,Guilford County
940,11,the,Guilford County
941,11,fiscal,Guilford County
942,11,year,Guilford County
943,11,in,Guilford County
944,11,accordance,Guilford County
945,11,with,Guilford County
946,11,the,Guilford County
947,11,general,Guilford County
948,11,statutes,Guilford County
949,11,of,Guilford County
950,11,north,Guilford County
951,11,carolina,Guilford County
952,11,the,Guilford County
953,11,budget,Guilford County
954,11,is,Guilford County
955,11,balanced,Guilford County
956,11,and,Guilford County
957,11,prepared,Guilford County
958,11,under,Guilford County
959,11,the,Guilford County
960,11,guidelines,Guilford County
961,11,of,Guilford County
962,11,the,Guilford County
963,11,north,Guilford County
964,11,carolina,Guilford County
965,11,local,Guilford County
966,11,government,Guilford County
967,11,budget,Guilford County
968,11,and,Guilford County
969,11,fiscal,Guilford County
970,11,control,Guilford County
971,11,act,Guilford County
972,11,a,Guilford County
973,11,copy,Guilford County
974,11,of,Guilford County
975,11,this,Guilford County
976,11,document,Guilford County
977,11,has,Guilford County
978,11,been,Guilford County
979,11,filed,Guilford County
980,11,with,Guilford County
981,11,the,Guilford County
982,11,clerk,Guilford County
983,11,to,Guilford County
984,11,the,Guilford County
985,11,board,Guilford County
986,11,and,Guilford County
987,11,posted,Guilford County
988,11,on,Guilford County
989,11,the,Guilford County
990,11,countys,Guilford County
991,11,website,Guilford County
992,11,where,Guilford County
993,11,it,Guilford County
994,11,is,Guilford County
995,11,available,Guilford County
996,11,to,Guilford County
997,11,the,Guilford County
998,11,public,Guilford County
999,11,for,Guilford County
1000,11,inspection,Guilford County
1001,11,local,Guilford County
1002,11,economy,Guilford County
1003,11,local,Guilford County
1004,11,government,Guilford County
1005,11,budgets,Guilford County
1006,11,are,Guilford County
1007,11,impacted,Guilford County
1008,11,sign,Guilford County
1009,11,ificantly,Guilford County
1010,11,by,Guilford County
1011,11,local,Guilford County
1012,11,economic,Guilford County
1013,11,conditions,Guilford County
1014,11,in,Guilford County
1015,11,guilford,Guilford County
1016,11,county,Guilford County
1017,11,the,Guilford County
1018,11,unemployment,Guilford County
1019,11,rate,Guilford County
1020,11,remains,Guilford County
1021,11,relatively,Guilford County
1022,11,low,Guilford County
1023,11,the,Guilford County
1024,11,march,Guilford County
1025,11,unemployment,Guilford County
1026,11,rate,Guilford County
1027,11,was,Guilford County
1028,11,up,Guilford County
1029,11,slightly,Guilford County
1030,11,from,Guilford County
1031,11,in,Guilford County
1032,11,march,Guilford County
1033,11,the,Guilford County
1034,11,rate,Guilford County
1035,11,of,Guilford County
1036,11,unemployed,Guilford County
1037,11,workers,Guilford County
1038,11,is,Guilford County
1039,11,close,Guilford County
1040,11,to,Guilford County
1041,11,the,Guilford County
1042,11,north,Guilford County
1043,11,carolina,Guilford County
1044,11,statewide,Guilford County
1045,11,rate,Guilford County
1046,11,of,Guilford County
1047,11,and,Guilford County
1048,11,lags,Guilford County
1049,11,the,Guilford County
1050,11,national,Guilford County
1051,11,rate,Guilford County
1052,11,of,Guilford County
1053,11,the,Guilford County
1054,11,countys,Guilford County
1055,11,two,Guilford County
1056,11,major,Guilford County
1057,11,sources,Guilford County
1058,11,of,Guilford County
1059,11,revenue,Guilford County
1060,11,are,Guilford County
1061,11,positively,Guilford County
1062,11,impacted,Guilford County
1063,11,when,Guilford County
1064,11,a,Guilford County
1065,11,higher,Guilford County
1066,11,percentage,Guilford County
1067,11,of,Guilford County
1068,11,guilford,Guilford County
1069,11,county,Guilford County
1070,11,residents,Guilford County
1071,11,are,Guilford County
1072,11,employed,Guilford County
1073,11,when,Guilford County
1074,11,people,Guilford County
1075,11,have,Guilford County
1076,11,more,Guilford County
1077,11,disposable,Guilford County
1078,11,income,Guilford County
1079,11,taxable,Guilford County
1080,11,retail,Guilford County
1081,11,sales,Guilford County
1082,11,increase,Guilford County
