,page_number,word,organization
273,4,landfill,Wake County
274,4,housing,Wake County
275,4,capital,Wake County
276,4,improvement,Wake County
277,4,program,Wake County
278,4,introduction,Wake County
279,4,and,Wake County
280,4,highlights,Wake County
281,4,behavioral,Wake County
282,4,health,Wake County
283,4,managed,Wake County
284,4,care,Wake County
285,4,capital,Wake County
286,4,budget,Wake County
287,4,process,Wake County
288,4,how,Wake County
289,4,to,Wake County
290,4,read,Wake County
291,4,the,Wake County
292,4,capital,Wake County
293,4,improvement,Wake County
294,4,program,Wake County
295,4,emergency,Wake County
296,4,medical,Wake County
297,4,services,Wake County
298,4,operating,Wake County
299,4,budget,Wake County
300,4,impact,Wake County
301,4,horizon,Wake County
302,4,issues,Wake County
303,4,fire,Wake County
304,4,services,Wake County
305,4,capital,Wake County
306,4,improvement,Wake County
307,4,program,Wake County
308,4,projects,Wake County
309,4,emergency,Wake County
310,4,communications,Wake County
311,4,sevenyear,Wake County
312,4,summary,Wake County
313,4,of,Wake County
314,4,sources,Wake County
315,4,and,Wake County
316,4,uses,Wake County
317,4,raleighwake,Wake County
318,4,citycounty,Wake County
319,4,bureau,Wake County
320,4,of,Wake County
321,4,identification,Wake County
322,4,detailed,Wake County
323,4,sevenyear,Wake County
324,4,summary,Wake County
325,4,of,Wake County
326,4,sources,Wake County
327,4,and,Wake County
328,4,uses,Wake County
329,4,sheriff,Wake County
330,4,law,Wake County
331,4,enforcement,Wake County
332,4,cip,Wake County
333,4,county,Wake County
334,4,capital,Wake County
335,4,detention,Wake County
336,4,automation,Wake County
337,4,community,Wake County
338,4,capital,Wake County
339,4,grants,Wake County
340,4,nondepartmental,Wake County
341,4,county,Wake County
342,4,building,Wake County
343,4,improvements,Wake County
344,4,public,Wake County
345,4,agencies,Wake County
346,4,criminal,Wake County
347,4,justice,Wake County
348,4,memberships,Wake County
349,4,economic,Wake County
350,4,development,Wake County
351,4,nondepartmental,Wake County
352,4,libraries,Wake County
353,4,health,Wake County
354,4,benefits,Wake County
355,4,open,Wake County
356,4,space,Wake County
357,4,risk,Wake County
358,4,management,Wake County
359,4,cost,Wake County
360,4,of,Wake County
361,4,claims,Wake County
362,4,parks,Wake County
363,4,recreation,Wake County
364,4,greeways,Wake County
365,4,and,Wake County
366,4,open,Wake County
367,4,space,Wake County
368,4,transfers,Wake County
369,4,programwide,Wake County
370,4,projects,Wake County
371,4,non,Wake County
372,4,departmental,Wake County
373,4,revenue,Wake County
374,4,summary,Wake County
375,4,public,Wake County
376,4,safety,Wake County
377,4,education,Wake County
378,4,cip,Wake County
379,4,education,Wake County
380,4,wake,Wake County
381,4,technical,Wake County
382,4,community,Wake County
383,4,college,Wake County
384,4,debt,Wake County
385,4,service,Wake County
386,4,wake,Wake County
387,4,county,Wake County
388,4,public,Wake County
389,4,school,Wake County
390,4,system,Wake County
391,4,debt,Wake County
392,4,service,Wake County
393,4,cip,Wake County
394,4,fire,Wake County
395,4,rescue,Wake County
396,4,special,Wake County
397,4,revenue,Wake County
398,4,funds,Wake County
399,4,firerescue,Wake County
400,4,capital,Wake County
401,4,area,Wake County
402,4,workforce,Wake County
403,4,development,Wake County
404,4,fire,Wake County
405,4,tax,Wake County
406,4,district,Wake County
407,4,cip,Wake County
408,4,major,Wake County
409,4,facilities,Wake County
410,4,grants,Wake County
411,4,and,Wake County
412,4,donations,Wake County
413,4,major,Wake County
414,4,facilities,Wake County
415,4,capital,Wake County
416,4,trust,Wake County
417,4,fund,Wake County
418,4,housing,Wake County
419,4,and,Wake County
420,4,community,Wake County
421,4,revitalization,Wake County
422,4,major,Wake County
423,4,facilities,Wake County
424,4,cip,Wake County
425,4,solid,Wake County
426,4,waste,Wake County
427,4,transportation,Wake County
428,4,solid,Wake County
429,4,waste,Wake County
430,4,internal,Wake County
431,4,service,Wake County
432,4,fund,Wake County
433,4,cip,Wake County
434,4,housing,Wake County
435,4,corporate,Wake County
436,4,fleet,Wake County
437,4,fund,Wake County
438,4,housing,Wake County
439,4,enterprise,Wake County
440,4,funds,Wake County
441,4,financial,Wake County
442,4,planning,Wake County
443,4,model,Wake County
444,4,solid,Wake County
445,4,waste,Wake County
446,4,management,Wake County
447,4,table,Wake County
448,4,of,Wake County
449,4,contents,Wake County
450,4,fiscal,Wake County
451,4,year,Wake County
452,4,adopted,Wake County
453,4,budget,Wake County
454,5,table,Wake County
455,5,of,Wake County
456,5,contents,Wake County
457,5,glossary,Wake County
458,5,of,Wake County
459,5,budget,Wake County
460,5,terms,Wake County
461,5,index,Wake County
462,5,fiscal,Wake County
463,5,year,Wake County
464,5,adopted,Wake County
465,5,budget,Wake County
466,5,table,Wake County
467,5,of,Wake County
468,5,contents,Wake County
469,6,table,Wake County
470,6,of,Wake County
471,6,contents,Wake County
472,6,fiscal,Wake County
473,6,year,Wake County
474,6,adopted,Wake County
475,6,budget,Wake County
476,7,gfoa,Wake County
477,7,distinguished,Wake County
478,7,budget,Wake County
479,7,presentation,Wake County
480,7,award,Wake County
481,7,gfoa,Wake County
482,7,distinguished,Wake County
483,7,budget,Wake County
484,7,presentation,Wake County
485,7,award,Wake County
486,7,presented,Wake County
487,7,to,Wake County
488,7,wake,Wake County
489,7,county,Wake County
490,7,north,Wake County
491,7,carolina,Wake County
492,7,for,Wake County
493,7,the,Wake County
494,7,fiscal,Wake County
495,7,year,Wake County
496,7,beginning,Wake County
497,7,july,Wake County
498,7,executive,Wake County
499,7,director,Wake County
500,7,fiscal,Wake County
501,7,year,Wake County
502,7,adopted,Wake County
503,7,budget,Wake County
504,7,gfoa,Wake County
505,7,distinguished,Wake County
506,7,budget,Wake County
507,7,presentation,Wake County
508,7,award,Wake County
509,8,fiscal,Wake County
510,8,year,Wake County
511,8,adopted,Wake County
512,8,budget,Wake County
513,9,wake,Wake County
514,9,county,Wake County
515,9,governmentboard,Wake County
516,9,of,Wake County
517,9,county,Wake County
518,9,commissioners,Wake County
519,9,wake,Wake County
520,9,county,Wake County
521,9,north,Wake County
522,9,carolina,Wake County
523,9,board,Wake County
524,9,of,Wake County
525,9,county,Wake County
526,9,commissioners,Wake County
527,9,jessica,Wake County
528,9,holmes,Wake County
529,9,greg,Wake County
530,9,ford,Wake County
531,9,chairwoman,Wake County
532,9,vice,Wake County
533,9,chair,Wake County
534,9,district,Wake County
535,9,district,Wake County
536,9,sig,Wake County
537,9,hutchinson,Wake County
538,9,matt,Wake County
539,9,calabria,Wake County
540,9,susan,Wake County
541,9,evans,Wake County
542,9,district,Wake County
543,9,district,Wake County
544,9,district,Wake County
545,9,james,Wake County
546,9,west,Wake County
547,9,vickie,Wake County
548,9,adamson,Wake County
549,9,district,Wake County
550,9,district,Wake County
551,9,county,Wake County
552,9,administration,Wake County
553,9,county,Wake County
554,9,manager,Wake County
555,9,david,Wake County
556,9,ellis,Wake County
557,9,county,Wake County
558,9,attorney,Wake County
559,9,scott,Wake County
560,9,warren,Wake County
561,9,clerk,Wake County
562,9,to,Wake County
563,9,the,Wake County
564,9,board,Wake County
565,9,denise,Wake County
566,9,hogan,Wake County
567,9,fiscal,Wake County
568,9,year,Wake County
569,9,adopted,Wake County
570,9,budget,Wake County
571,9,wake,Wake County
572,9,county,Wake County
573,9,government,Wake County
574,10,wake,Wake County
575,10,county,Wake County
576,10,government,Wake County
577,10,organizational,Wake County
578,10,chart,Wake County
579,10,citizens,Wake County
580,10,wake,Wake County
581,10,county,Wake County
582,10,government,Wake County
583,10,board,Wake County
584,10,of,Wake County
585,10,sheriff,Wake County
586,10,register,Wake County
587,10,of,Wake County
588,10,deeds,Wake County
589,10,commissioners,Wake County
590,10,county,Wake County
591,10,attorney,Wake County
592,10,clerk,Wake County
593,10,to,Wake County
594,10,the,Wake County
595,10,board,Wake County
596,10,county,Wake County
597,10,manager,Wake County
598,10,chief,Wake County
599,10,operating,Wake County
600,10,officer,Wake County
601,10,chief,Wake County
602,10,information,Wake County
603,10,chief,Wake County
604,10,community,Wake County
605,10,chief,Wake County
606,10,financial,Wake County
607,10,officer,Wake County
608,10,innovation,Wake County
609,10,officer,Wake County
610,10,vitality,Wake County
611,10,officer,Wake County
612,10,wake,Wake County
613,10,county,Wake County
614,10,government,Wake County
615,10,organizational,Wake County
616,10,chart,Wake County
617,10,assistant,Wake County
618,10,county,Wake County
619,10,managers,Wake County
620,10,fire,Wake County
621,10,and,Wake County
622,10,emergency,Wake County
623,10,intergovernmental,Wake County
624,10,environmental,Wake County
625,10,city,Wake County
626,10,county,Wake County
627,10,bureau,Wake County
628,10,information,Wake County
629,10,services,Wake County
630,10,finance,Wake County
631,10,community,Wake County
632,10,services,Wake County
633,10,services,Wake County
634,10,relations,Wake County
635,10,services,Wake County
636,10,of,Wake County
637,10,identification,Wake County
638,10,emergency,Wake County
639,10,medical,Wake County
640,10,behavioral,Wake County
641,10,health,Wake County
642,10,communications,Wake County
643,10,budget,Wake County
644,10,general,Wake County
645,10,services,Wake County
646,10,housing,Wake County
647,10,tax,Wake County
648,10,administration,Wake County
649,10,services,Wake County
650,10,hospitality,Wake County
651,10,tax,Wake County
652,10,facilities,Wake County
653,10,design,Wake County
654,10,human,Wake County
655,10,resources,Wake County
656,10,transit,Wake County
657,10,innovation,Wake County
658,10,liaison,Wake County
659,10,to,Wake County
660,10,wcpss,Wake County
661,10,human,Wake County
662,10,services,Wake County
663,10,board,Wake County
664,10,of,Wake County
665,10,elections,Wake County
666,10,construction,Wake County
667,10,strategic,Wake County
668,10,and,Wake County
669,10,county,Wake County
670,10,managers,Wake County
671,10,performance,Wake County
672,10,ewake,Wake County
673,10,office,Wake County
674,10,support,Wake County
675,10,internal,Wake County
676,10,audit,Wake County
677,10,management,Wake County
678,10,assistant,Wake County
679,10,to,Wake County
680,10,the,Wake County
681,10,liaison,Wake County
682,10,to,Wake County
683,10,raleigh,Wake County
684,10,county,Wake County
685,10,manager,Wake County
686,10,wake,Wake County
687,10,county,Wake County
688,10,government,Wake County
689,10,organizational,Wake County
690,10,chart,Wake County
691,10,wake,Wake County
692,10,emergency,Wake County
693,10,communications,Wake County
694,10,box,Wake County
695,10,colors,Wake County
696,10,indicate,Wake County
697,10,type,Wake County
698,10,of,Wake County
699,10,entity,Wake County
700,10,position,Wake County
701,10,is,Wake County
702,10,not,Wake County
703,10,appointed,Wake County
704,10,by,Wake County
705,10,the,Wake County
706,10,county,Wake County
707,10,elected,Wake County
708,10,senior,Wake County
709,10,department,Wake County
710,10,manager,Wake County
711,10,the,Wake County
712,10,respective,Wake County
713,10,cmo,Wake County
714,10,member,Wake County
715,10,officials,Wake County
716,10,executive,Wake County
717,10,assistants,Wake County
718,10,serves,Wake County
719,10,as,Wake County
720,10,a,Wake County
721,10,liaison,Wake County
722,10,to,Wake County
723,10,the,Wake County
724,10,department,Wake County
725,10,appointed,Wake County
726,10,function,Wake County
727,10,positions,Wake County
728,10,county,Wake County
729,10,direct,Wake County
730,10,reportship,Wake County
731,10,indirect,Wake County
732,10,reportship,Wake County
733,10,managers,Wake County
734,10,office,Wake County
735,10,fiscal,Wake County
736,10,year,Wake County
737,10,adopted,Wake County
738,10,budget,Wake County
739,11,goals,Wake County
740,11,objectives,Wake County
741,11,initiatives,Wake County
742,11,goals,Wake County
743,11,objectives,Wake County
744,11,initiatives,Wake County
745,11,the,Wake County
746,11,wake,Wake County
747,11,county,Wake County
748,11,board,Wake County
749,11,of,Wake County
750,11,commissioners,Wake County
751,11,strategic,Wake County
752,11,goals,Wake County
753,11,and,Wake County
754,11,objectives,Wake County
755,11,community,Wake County
756,11,goal,Wake County
757,11,promote,Wake County
758,11,a,Wake County
759,11,behavioral,Wake County
760,11,and,Wake County
761,11,physical,Wake County
762,11,health,Wake County
763,11,health,Wake County
764,11,system,Wake County
765,11,that,Wake County
766,11,beneï¬�ts,Wake County
767,11,all,Wake County
768,11,residents,Wake County
769,11,support,Wake County
770,11,and,Wake County
771,11,build,Wake County
772,11,capacity,Wake County
773,11,for,Wake County
774,11,the,Wake County
775,11,treatment,Wake County
776,11,and,Wake County
777,11,management,Wake County
778,11,of,Wake County
779,11,residents,Wake County
780,11,objective,Wake County
781,11,ch,Wake County
782,11,who,Wake County
783,11,experience,Wake County
784,11,behavioral,Wake County
785,11,health,Wake County
786,11,challenges,Wake County
787,11,work,Wake County
788,11,with,Wake County
789,11,the,Wake County
790,11,sheriffs,Wake County
791,11,office,Wake County
792,11,and,Wake County
793,11,community,Wake County
794,11,partners,Wake County
795,11,to,Wake County
796,11,develop,Wake County
797,11,sustainable,Wake County
798,11,initiative,Wake County
799,11,ch,Wake County
800,11,strategies,Wake County
801,11,for,Wake County
802,11,assisting,Wake County
803,11,detained,Wake County
804,11,andor,Wake County
805,11,incarcerated,Wake County
806,11,individuals,Wake County
807,11,that,Wake County
808,11,suffer,Wake County
809,11,from,Wake County
810,11,mental,Wake County
811,11,illness,Wake County
812,11,initiative,Wake County
813,11,ch,Wake County
814,11,evaluate,Wake County
815,11,and,Wake County
816,11,develop,Wake County
817,11,sustainability,Wake County
818,11,plan,Wake County
819,11,for,Wake County
820,11,wakebrook,Wake County
821,11,operations,Wake County
822,11,leverage,Wake County
823,11,partnerships,Wake County
824,11,to,Wake County
825,11,enhance,Wake County
826,11,data,Wake County
827,11,sharing,Wake County
828,11,related,Wake County
829,11,to,Wake County
830,11,initiative,Wake County
831,11,ch,Wake County
832,11,behavioral,Wake County
833,11,health,Wake County
834,11,services,Wake County
835,11,identify,Wake County
836,11,and,Wake County
837,11,work,Wake County
838,11,with,Wake County
839,11,partners,Wake County
840,11,to,Wake County
841,11,expand,Wake County
842,11,stable,Wake County
843,11,permanent,Wake County
844,11,supportive,Wake County
845,11,initiative,Wake County
846,11,ch,Wake County
847,11,housing,Wake County
848,11,opportunities,Wake County
849,11,and,Wake County
850,11,services,Wake County
851,11,for,Wake County
852,11,frequent,Wake County
853,11,users,Wake County
854,11,of,Wake County
855,11,community,Wake County
856,11,health,Wake County
857,11,services,Wake County
858,11,explore,Wake County
859,11,opportunities,Wake County
860,11,to,Wake County
861,11,continue,Wake County
862,11,medicaid,Wake County
863,11,eligibility,Wake County
864,11,for,Wake County
865,11,individuals,Wake County
866,11,initiative,Wake County
867,11,ch,Wake County
868,11,incarcerated,Wake County
869,11,in,Wake County
870,11,county,Wake County
871,11,jails,Wake County
872,11,initiative,Wake County
873,11,ch,Wake County
874,11,enhance,Wake County
875,11,substance,Wake County
876,11,abuse,Wake County
877,11,treatment,Wake County
878,11,options,Wake County
879,11,initiative,Wake County
880,11,ch,Wake County
881,11,enhance,Wake County
882,11,crisis,Wake County
883,11,services,Wake County
884,11,available,Wake County
885,11,to,Wake County
886,11,wake,Wake County
887,11,county,Wake County
888,11,residents,Wake County
889,11,prioritize,Wake County
890,11,wake,Wake County
891,11,county,Wake County
892,11,behavioral,Wake County
893,11,health,Wake County
894,11,plan,Wake County
895,11,work,Wake County
896,11,objectives,Wake County
897,11,and,Wake County
898,11,initiative,Wake County
899,11,ch,Wake County
900,11,develop,Wake County
901,11,a,Wake County
902,11,twoyear,Wake County
903,11,work,Wake County
904,11,plan,Wake County
905,11,improve,Wake County
906,11,health,Wake County
907,11,outcomes,Wake County
908,11,of,Wake County
909,11,wake,Wake County
910,11,county,Wake County
911,11,residents,Wake County
912,11,through,Wake County
913,11,a,Wake County
914,11,comprehensive,Wake County
915,11,objective,Wake County
916,11,ch,Wake County
917,11,approach,Wake County
918,11,to,Wake County
919,11,population,Wake County
920,11,health,Wake County
921,11,continue,Wake County
922,11,focus,Wake County
923,11,on,Wake County
924,11,active,Wake County
925,11,lifestyles,Wake County
926,11,and,Wake County
927,11,improved,Wake County
928,11,access,Wake County
929,11,to,Wake County
930,11,health,Wake County
931,11,services,Wake County
932,11,and,Wake County
933,11,initiative,Wake County
934,11,ch,Wake County
935,11,healthy,Wake County
936,11,foods,Wake County
937,11,in,Wake County
938,11,schoolaged,Wake County
939,11,populations,Wake County
940,11,support,Wake County
941,11,efforts,Wake County
942,11,to,Wake County
943,11,share,Wake County
944,11,medical,Wake County
945,11,records,Wake County
946,11,between,Wake County
947,11,safety,Wake County
948,11,net,Wake County
949,11,providers,Wake County
950,11,initiative,Wake County
951,11,ch,Wake County
952,11,through,Wake County
953,11,a,Wake County
954,11,common,Wake County
955,11,platform,Wake County
956,11,prioritize,Wake County
957,11,the,Wake County
958,11,population,Wake County
959,11,health,Wake County
960,11,task,Wake County
961,11,force,Wake County
962,11,report,Wake County
963,11,work,Wake County
964,11,objectives,Wake County
965,11,and,Wake County
966,11,initiative,Wake County
967,11,ch,Wake County
968,11,develop,Wake County
969,11,a,Wake County
970,11,threeyear,Wake County
971,11,work,Wake County
972,11,plan,Wake County
973,11,assess,Wake County
974,11,existing,Wake County
975,11,programs,Wake County
976,11,and,Wake County
977,11,identify,Wake County
978,11,gaps,Wake County
979,11,in,Wake County
980,11,order,Wake County
981,11,to,Wake County
982,11,develop,Wake County
983,11,and,Wake County
984,11,implement,Wake County
985,11,initiative,Wake County
986,11,ch,Wake County
987,11,a,Wake County
988,11,comprehensive,Wake County
989,11,plan,Wake County
990,11,to,Wake County
991,11,support,Wake County
992,11,healthy,Wake County
993,11,and,Wake County
994,11,thriving,Wake County
995,11,babies,Wake County
996,11,and,Wake County
997,11,moms,Wake County
998,11,fiscal,Wake County
999,11,year,Wake County
1000,11,adopted,Wake County
1001,11,budget,Wake County
1002,11,goals,Wake County
1003,11,objectives,Wake County
1004,11,initiatives,Wake County
1005,12,goals,Wake County
1006,12,objectives,Wake County
1007,12,initiatives,Wake County
1008,12,create,Wake County
1009,12,job,Wake County
1010,12,opportunities,Wake County
1011,12,for,Wake County
1012,12,all,Wake County
1013,12,enhance,Wake County
1014,12,our,Wake County
1015,12,economic,Wake County
1016,12,goal,Wake County
1017,12,businessfriendly,Wake County
1018,12,environment,Wake County
1019,12,to,Wake County
1020,12,attract,Wake County
1021,12,strength,Wake County
1022,12,retain,Wake County
1023,12,and,Wake County
1024,12,support,Wake County
1025,12,business,Wake County
1026,12,development,Wake County
1027,12,and,Wake County
1028,12,diversify,Wake County
1029,12,the,Wake County
1030,12,economic,Wake County
1031,12,base,Wake County
1032,12,support,Wake County
1033,12,wake,Wake County
1034,12,county,Wake County
1035,12,economic,Wake County
1036,12,developments,Wake County
1037,12,efforts,Wake County
1038,12,to,Wake County
1039,12,bring,Wake County
1040,12,targeted,Wake County
1041,12,objective,Wake County
1042,12,es,Wake County
1043,12,jobs,Wake County
1044,12,and,Wake County
1045,12,business,Wake County
1046,12,to,Wake County
1047,12,wake,Wake County
1048,12,county,Wake County
1049,12,leverage,Wake County
1050,12,and,Wake County
1051,12,collaborate,Wake County
1052,12,with,Wake County
1053,12,partners,Wake County
1054,12,to,Wake County
1055,12,increase,Wake County
1056,12,opportunities,Wake County
1057,12,and,Wake County
1058,12,objective,Wake County
1059,12,es,Wake County
1060,12,support,Wake County
1061,12,for,Wake County
1062,12,entrepreneurial,Wake County
1063,12,ventures,Wake County
1064,12,and,Wake County
1065,12,existing,Wake County
1066,12,businesses,Wake County
1067,12,develop,Wake County
1068,12,and,Wake County
1069,12,implement,Wake County
1070,12,strategies,Wake County
1071,12,to,Wake County
1072,12,support,Wake County
1073,12,businesses,Wake County
1074,12,owned,Wake County
1075,12,by,Wake County
1076,12,initiative,Wake County
1077,12,es,Wake County
1078,12,minorities,Wake County
1079,12,women,Wake County
1080,12,individuals,Wake County
1081,12,with,Wake County
1082,12,disabilities,Wake County
1083,12,and,Wake County
1084,12,socially,Wake County
1085,12,and,Wake County
1086,12,economically,Wake County
1087,12,challenged,Wake County
1088,12,individuals,Wake County
1089,12,develop,Wake County
1090,12,and,Wake County
1091,12,implement,Wake County
1092,12,strategies,Wake County
1093,12,to,Wake County
1094,12,support,Wake County
1095,12,smallbusiness,Wake County
1096,12,creation,Wake County
1097,12,and,Wake County
1098,12,initiative,Wake County
1099,12,es,Wake County
1100,12,successful,Wake County
1101,12,entrepreneurship,Wake County
1102,12,develop,Wake County
1103,12,economic,Wake County
1104,12,development,Wake County
1105,12,strategies,Wake County
1106,12,and,Wake County
1107,12,tools,Wake County
1108,12,that,Wake County
1109,12,encourage,Wake County
1110,12,socially,Wake County
1111,12,objective,Wake County
1112,12,es,Wake County
1113,12,responsible,Wake County
1114,12,business,Wake County
1115,12,practices,Wake County
1116,12,environmental,Wake County
1117,12,stewardship,Wake County
1118,12,affordable,Wake County
1119,12,housing,Wake County
1120,12,high,Wake County
1121,12,quality,Wake County
1122,12,of,Wake County
1123,12,life,Wake County
1124,12,and,Wake County
1125,12,return,Wake County
1126,12,on,Wake County
1127,12,investments,Wake County
1128,12,that,Wake County
1129,12,produce,Wake County
1130,12,societal,Wake County
1131,12,beneï¬�ts,Wake County
1132,12,explore,Wake County
1133,12,a,Wake County
1134,12,multicriteria,Wake County
1135,12,policy,Wake County
1136,12,for,Wake County
1137,12,economic,Wake County
1138,12,development,Wake County
1139,12,incentives,Wake County
1140,12,to,Wake County
1141,12,initiative,Wake County
1142,12,es,Wake County
1143,12,include,Wake County
1144,12,work,Wake County
1145,12,with,Wake County
1146,12,vulnerable,Wake County
1147,12,communities,Wake County
1148,12,create,Wake County
1149,12,a,Wake County
1150,12,programmechanism,Wake County
1151,12,to,Wake County
1152,12,recognize,Wake County
1153,12,businesses,Wake County
1154,12,with,Wake County
